Water temperature,Dissolved oxygen,Ammonium,Nitrites,Nitrates,Orthophosphate-phosphorus,Total phosphorus,Sodium,Potassium,Calcium,Magnesium,Chlorides,Sulphates,Iron,Manganese,Zinc,Copper,Chromium,Lead,Cadmium,Mercury,Nickel,Arsenic,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),AOX,Atrazine,Cesium,Macrozoobenthos,Total coliforms,Fecal coliforms,"p,p-DDT",gamma-Hexachlorocyclohexane,Bicarbonates,Anionic active surfactants,Total extractable matter,Fecal streptococci ,PAHs,Petroleum hydrocarbons,"Benzo(g,h,i)perylene",Fluoranthene,PCB 52,PCB 153,PCB 101,Benzo(b)fluoranthene,"Indeno(1,2,3-c,d)pyrene",PCB 28,Benzo(k)fluoranthene,Benzo(a)pyrene,PCB 180,PCB 138,Silica (SiO2),alpha-Hexachlorocyclohexane,Dieldrin,"p,p-DDE",Heptachlor,Endosulfan (alpha),Endrin,Oxygen saturation,beta-Hexaxchlorocyclohexane,Aldrin,"p,p-DDD",Total hardness,Endosulfan (beta),Heptachloroepoxide,Total dissolved salts,Methoxychlor,Simazine,Alachlor,Metolachlor,Total nitrogen,Carbonates,Tetrachloromethane,Sulfides,Selenium,Barium,Total organic carbon,Cyanides,Acenaphthene,Isodrin,Acenaphthylene,Benzo(a)anthracene,Pyrene,Hexachlorobenzene,"1,2,4-Trichlorobenzene",Pentachlorobenzene,Naphthalene,Phenanthrene,"1,2,3-Trichlorobenzene",Anthracene,Chrysene,Aluminium,Dissolved organic carbon,Dissolved silicates,Organic nitrogen,Fluorene,PCB 118,Trifluralin,Inorganic nitrogen,Boron,Berilium,Chlorodinine,AGOC-3A,Methylosmoline,Total dissolved phosphorus
,10.82,0.085,0.028,1.5,0.038,0.055,,,55.55,16.85,59.6,,0.23,0,7,4.9,3.8,1.9,0.17,0.047,1.6,1.4,2.86,23.4,3.66,,,,,,,,,198.86,,,,,,,,,,,,,,,,,,,,,,,,,93.67,,,,,,,504,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.54,0.126,0.028,1.44,0.035,0.056,,,51.58,21.67,73.7,,0.46,0,5.6,7.5,2.9,1.4,0.14,0.075,1.7,1.5,2.28,23.4,3.83,,,,,,,,,273.89,,,,,,,,,,,,,,,,,,,,,,,,,92.37,,,,,,,568,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.5,0.072,0.03,0.706,0.056,0.164,,,50,11.5,32.3,50.2,,,,,23,,,,,,,8.3,6.46,,,,,360,,,,119.6,0,,,,,,,,,,,,,,,,,,,,,,,,58.09,,,,,,,270,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9.14,0.125,0.014,1.91,0.02,0.097,,,,,30.6,,,,,,,,,,,,1.23,19.58,2.5,,,,,,,,,174.46,,,,,,,,,,,,,,,,,,,,,,,,,91.12,,,,,,,280,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.48,2.47,0.052,1.516,0.087,0.122,27.9,3.4,50.4,13.9,27.96,53.84,0.244,0.057,15.4,22.4,4.6,4,0.91,0.278,4.8,,3.7,9.8,4.48,,,,,240,13,,,182.4,0,,4.9,,0,,,,,,,,,,,,,,,,,,,,69.3,,,,3.68,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.5,0.093,0.025,1.943,0.13,0.16,16,2,42.53,25.22,15.95,65.6,0.32,0,0,12.053,1.5,3,0.3,0.059,3,,0,10.78,3.1,,,,,,,,,183,0,,,,0,,,,,,,,,,,,,,,,,,,,87,,,,4.25,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.5,0.041,0.026,1.45,0.146,0.226,,,,,,,,,10,,,,,,,,1.4,13,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
8,,0.332,0.016,1.67,0.058,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.188,0.027,1.7,0.053,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.76,0.2,0.017,1.89,0.042,0.119,,,55.55,,21.67,29.7,,,2.6,3.9,2.1,1.7,0.1,0.07,1.6,,1.97,19.58,2.66,,,,,,,,,186.66,,,,,,,,,,,,,,,,,,,,,,,,,88.72,,,,,,,304,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.9,0.141,0.117,1.812,0.095,0.201,,,,,,,,,,,,,,,,,2.65,60,,,,,,,,,,250.1,,,,,,,,,,,,,,,,,,,,,,,,,77.59,,,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.97,2.766,0.0667,1.6829,0.089,0.125,24.2,3.6,53.3,14.6,28.5,56.22,0.286,0.064,23.3,17.6,4,3.2,0.72,0.34,4,,3.54,10.2,4.73,,,,,79,1.3,,,184.22,0,,0.79,,0,,,,,,,,,,,,,,,,,,,,73,,,,3.76,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.81,0.098,0.022,1.82,0.051,0.086,,,55.55,36.11,48.4,,,,5,4.9,3.8,2,0,0.062,1.8,1.4,2.68,19.58,2.66,,,,,,,,,208.62,,,,,,,,,,,,,,,,,,,,,,,,,89.18,,,,,,,466,,,,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.87,0.072,0.026,1.25,0.028,0.084,,,35.71,38.52,55.4,,,,5,4.1,2.5,1.8,0,0.049,1.5,1.6,2.84,24.48,3.16,,,,,,,,,239.73,,,,,,,,,,,,,,,,,,,,,,,,,88.59,,,,,,,473,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.3,9.81,0.31,0.0152,2.07,0,0.461,,,,,,31,,,,,,,,,,,1.92,18.72,2.5,,,,,,,,,183.61,,,,,,,,,,,,,,,,,,,,,,,,,85.52,,,,,,,328,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9,11.4,0.21,0.021,1.77,0,0.102,,,47.61,19.45,31.1,,,,2.4,2.5,2.5,2.5,0,0.058,1.6,1.4,1.7,18.72,2.33,,,,,,,,,167.75,,,,,,,,,,,,,,,,,,,,,,,,,98.61,,,,,,,298,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8,11.1,0.183,0.024,1.66,0,0.136,,,51.58,16.85,31.1,,,,2.2,2.7,2.4,1.5,0,0.05,1.3,1.4,1.9,18.72,2.66,,,,,,,,,171.41,,,,,,,,,,,,,,,,,,,,,,,,,95.6,,,,,,,296,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.7,0.089,0.018,1.93,0.054,0.08,,,44.4,20.4,11.6,,,,7,2.4,0,2.5,0,0,0,1.4,,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
6,9.73,0.101,0.021,3.166,0.14,0.22,15,3,58.89,17.46,19.85,51.6,0.16,0,10.5436,9.846,1.5,3,0.3,0.059,3,,0,8.82,3.27,,,,,3.4,0.24,,,198.86,0,,0.033,,0,,,,,,,,,,,,,,,,,,,,80.76,,,,4.41,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9.78,0.903,0.011,1.91,0,0.045,,,,,,,,,,,,,,,,,1.95,18.72,2.66,,,,,,,,,177.51,,,,,,,,,,,,,,,,,,,,,,,,,74.48,,,,,,,302,,,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.8,0.053,0.015,0.69,0.039,0.07,,,,,,,,,5,,,,,,,,2.2,0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
,13.3,0.111,0.032,0.798,0.056,0.185,,,53.2,11,103.7,52.1,,,,,21,,,,,,3.1,12.88,4.6,,,,,445,,,,185.4,0,,,,,,,,,,,,,,,,,,,,,,,,96.59,,,,,,,362,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8,,0.198,0.019,1.72,0,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.73,1.306,0.036,4.109,0.031,0.255,,,,,170.8,,0.14,0.404,,,,,,,,,4.24,62.02,,,,,,,,,,240.3,0.138,,,,,,,,,,,,,,,,,,,,,,,,75.78,,,,,,,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.9,0.289,0.0292,1.8645,0,0.088,,,55.55,14.59,36.7,,,,2.7,2.6,1.9,1.8,0.1,0.064,1.6,1.6,1.45,24.48,3.13,,0,,,2.78,0.33,0,0,,,,0.049,,,,,,,,,,,,,,,,,,,,,,79.45,,,,,,,263,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.183,0.054,3.453,0.049,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11.7,0.1616,0.0237,1.8148,0,0,,,51.58,17.02,28.1,22.6,,,2.4,3.3,1.5,1.9,0.1,0.085,1.8,1.8,2.1,19.58,2.33,,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,89.11,,,,,,,295,,,,,2.39,,,0.015,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11.4,0.129,0.0225,1.1277,0.0238,0.038,,,55.55,19.21,28.1,25.3,,,2.7,2.9,2.8,3.5,0.1,0.07,1.9,1.7,2.7,24.48,3.83,,0,,,,,0,0,,0.16,,,,,,,,,,,,,,,,,,,,,,,,86.82,,,,,,,294,,,,,1.53,,,0.018,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.2,0.326,0.024,0.908,0.021,0.07,,,49.7,3.69,59.81,71.366,0.032,0,0,0,22,0,0,,0,,2.1,12,4.1,,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,2.155,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.8,0.146,0.016,1.12,0.059,0.089,,,34.1,4.8,8.5,,,,5,5,1.5,1.2,0.25,,0,0,1.6,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,
,11.6,0.131,0.016,0.89,0.053,0.078,,,,,,,,,,,,,,,,,1.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,
,12.59,2.221,0.065,1.8432,0.083,0.116,26.6,4.1,59.6,12.4,32.97,56.88,0.528,0.1231,18.3,11.8,3.9,0.87,0.32,0.18,4.8,2.2,3.7,10.4,4.92,,,,,7.9,0.11,,,187.88,0,,0.17,,0,,,,,,,,,,,,,,,,,,,,73,,,,4.01,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.33,0.104,0.014,3.005,0.107,0.129,13,3,57.72,31.04,18.44,106.8,0.89,0,15.349,3.573,0,0,0,0.058,0,0,1.22,13.33,5.84,,,,,3.3,0.49,,,189.1,0,,0.033,,0,,,,,,,,,,,,,,,,,,,,96.8,,,,5.45,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.54,0.2828,0.0274,2.0091,0.0241,0.031,,,,,,,,,,,,,,,,,1.79,19.58,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.83,,,,,,,271,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.57,0.1935,0.0258,1.7809,0,0,26.3,4,63.49,45.72,,,0.38,0,4.8,5.5,2.6,2.5,0,0.07,1.9,1.7,2.97,28.08,5.16,,,,,,,,,,0,,,,15,,,,,,,,,,,,,,,,,,,,61.83,,,,,,,648,,,,,2.39,,,0.033,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.55,0.244,0.024,1.7628,0.0388,0.045,25.5,4.3,79.36,33.56,55.5,157.9,0.35,0,2.9,3.3,2.9,2.7,0.12,0.06,1.8,1.8,2.84,23.4,3.66,,,,,,,,,,0,,,,12,,,,,,,,,,,,,,,,,,,,61.68,,,,,,,647,,,,,2.44,,,0.027,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,10.37,0.2696,0.0292,2.1018,0.029,0.043,17.2,2.6,55.55,19.21,31.3,,0.28,0,2.8,2.5,1.5,2.5,0,0.068,1.5,1.5,2.16,18.72,2.83,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,71.76,,,,,,,283,,,,,2.88,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.1,0.275,0.015,0.99,0.052,0.089,,,,,,,,,,,,,,,,,2.4,0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,
,8.78,0.8547,0.0219,1.8035,0.0538,0.057,,,,,,,,,,,,,,,,,2.78,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.08,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,0.15,0.034,1.7583,0.0515,0.067,18.6,2.9,55.55,14.59,,,,0,3,2.7,1.7,1.7,0,0.055,1.9,1.6,2.2,18.72,2.66,,0,,,,,0,0,,,,,,9,,,,,,,,,,,,,,,,,,,,77.19,,,,,,,301,,,,,2.33,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.1,0.1717,0.0249,1.7153,0.0766,0.086,17.6,3,59.52,12.16,,,0.24,0,4,4.5,1.4,1.6,0,0.055,1.7,1.4,1.8,18.72,3.33,,0,,,,,0,0,,,,,,14,,,,,,,,,,,,,,,,,,,,77.89,,,,,,,293,,,,,2.29,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,13.28,0.217,0.018,0.904,0.031,0.058,28,3,70.54,12.61,33.33,65.6,0.44,0.1057,12.7,0,1.7264,0,0,0.102,0,0,3,12.31,3.75,,,,,2.78,0.33,,,213.5,0,,0.049,,0,,,,,,,,,,,,,,,,,,,,96.93,,,,4.56,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.389,0.025,0.518,0.048,0.384,,,48.43,11.84,34.57,55.485,0.043,0,0,0,24,0,0,,0,,5.7,31.6,8.9,,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,1.696,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13.8,0.097,0.012,0.99,0.02,0.033,,,28.1,6.9,11.1,,,,5,2.9,0,0.5,0.25,,0,0,3.4,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,
4,10.26,0.4289,0.0298,2.2826,0.0352,0.126,,,,,,,,,,,,,,,,,2.19,18.72,3.16,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.01,,,,,,78.14,,,,,,,325,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.58,0.3978,0.0255,2.4566,0.0121,0.067,29.4,3.6,71.42,11.92,,,,,5.6,4.9,3,1.9,0.1,0.046,1.8,1.7,3.66,37.44,8.33,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,89.53,,,,,,,536,,,,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.91,0.2075,0.0325,1.8668,0.01,0.056,27.6,3.5,83.33,21.88,,,0.29,,3.8,2.4,2.9,2.7,0,0.072,1.9,1.7,2.69,23.4,3.16,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,,,,,,,535,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.35,4.363,0.085,2.1243,0.09,0.127,27.4,5.4,64.2,14.2,33.69,63.4,0.587,0.116,33.9,32.8,18,4.6,0.997,0.12,19.5,2.3,4.6,12.7,5.82,,,,,49,1.7,,,212.3,0,,0.79,,0,,,,,,,,,,,,,10.5,,,,,,,78.3,,,,4.39,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.26,0.2595,0.0277,2.3165,0.0205,0.029,,,75.39,16.78,,,,,,,,,,,,,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.79,0.1655,0.0331,1.4306,0.0143,0.02,,,71.42,19.21,,,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.645,0.068,2.145,0.022,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.54,0.778,0.005,2.193,0.036,0.091,,,,,,,,,,,,,,,,,3.8,63.84,,,,,,,,,,259.9,,,,,,,,,,,,,,,,,,,,,,,,,79.1,,,,,,,862.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3,10.8,0.4646,0.0268,1.8713,0,0.086,,,47.62,21.64,31.9,,,,,,,,,,,,2.6,18.45,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.71,,,,,,,291,,,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.5,0.912,0.017,1.36,0.055,0.072,,,,,,,,,,,,,,,,,3.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,
,,2.772,0.088,3.718,0.046,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11.31,0.0738,0.0231,2.26,0.0408,0.121,,,55.55,19.21,35.5,,,,,,,,,,,,2.39,18.45,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.42,,,,,,,276,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.86,0.1857,0.0264,2.2125,0.0427,0.073,,,59.52,45.72,65.3,,,,,,,,,,,,2.94,23.06,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.94,,,,,,,570,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.49,0.1476,0.0449,2.1199,0.0134,0.267,,,67.45,38.43,86.8,,,,,,,,,,,,3.45,27.67,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.12,,,,,,,695,,,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.53,0.323,0.024,0.64,0.096,0.112,,,60.02,16.67,66,67.73,0.036,0.066,0,62.2,28,0,0,,3,,2.14,19.32,7.4,,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,,,,,,,,,,,,1.857,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.9,0.322,0.014,1.1,0.019,0.022,,,34.1,3.7,12.9,,,,5,1.8,0,0.5,0.25,,0,0,2.1,0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,
8,12.48,0.053,0.015,1.787,0.09,0.125,21,2,46.72,19.4,22.69,20.5,0.35,0.0306,82.4,0,0,0,0.3066,0,0,0,4.13,0,4.34,,,,,4.6,0.079,,,192.76,0,,0.49,,0,,,,,,,,,,,,,,,,,,,,108.8,,,,3.94,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.79,0.1873,0.0532,1.3334,0.0251,0.059,,,,,,,,,,,,,,,,,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.58,0.0948,0,1.6792,0.0134,0.038,,,,,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.04,2.848,0.077,3.908,0.043,0.137,,,,,171.6,,0.09,0.152,25,4.1,,,,,,,1.59,54.28,,,,,,,,,,266.6,0,,,,,,,,,,,,,,,,,,,,,,,,58.37,,,,,,,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.9,0.2176,0.0119,1.304,0.043,0.07,,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.21,3.39,0.07,2.27,0.105,0.147,31.6,5.7,58.81,11.76,40.1,54.29,0.327,0.074,47.2,22,19.8,3.8,0,0.244,11.8,0,5,16.8,7.04,,,,2.06,33,1.4,,,206.18,0,,0.49,,0,,,,,,,,,,,,,8.8,,,,,,,74.3,,,,3.92,,,331,,,,,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12.5,0.4693,0.0331,2.0656,0,0.055,,,39.68,26.27,31.3,,,,,,,,,,,,3.6,23.06,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.66,,,,,,,284,,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.04,0.096,2.879,0.057,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.65,0.089,0.017,1.582,0.069,0.099,,,,,,,,,61.5,5.044,0,0,0.377,0,0,0,3,11.28,4.8,,,,2.24,9.2,0.24,,,168.36,0,,0.24,,0,,,,,,,,,,,,,,,,,,,,92.53,,,,3.7,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.52,0.1958,0.024,1.8939,0.0342,0.06,18,3.2,50.1,18.73,28.8,,,,,,,,,,,,1.59,22.84,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.78,,,,,,,305,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5,8.9,0.0497,0.0416,1.7605,0.0215,0.054,20.3,2.7,53.95,18.73,35.43,,,,,,,,,,,,1.2,22.84,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.74,,,,,,,331,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.3,8.6,0.0769,0.0271,1.5865,0,0.025,16.3,3.1,53.95,16.29,35.43,,,,,,,,,,,,2.4,22.84,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.45,,,,,,,324,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.1,0.258,0.018,0.63,0.044,0.158,,,39.631,15.51,31.8,47.128,0.074,0.11,50,48,25,7.6,7.5,,0,,4.47,22.08,6.86,,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,1.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.2,0,0.013,0.62,0.044,0.077,,,36,2.5,7.9,,,,5,2.6,0,1.2,0.25,0,0,0,3.4,10,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,
,5.49,0.527,0.049,1.514,0.059,0.134,,,,,,,,,,,,,,,,,1.5,43.78,,,,,,,,,,240.3,,,,,,,,,,,,,,,,,,,,,,,,,51.45,,,,,,,620.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.68,0.087,0.0179,1.8622,0,0,22.4,3.6,57.81,16.29,59.6,,,,,,,,,,,,2.79,28.08,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.39,,,,,,,434,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.49,0.042,0.017,1.3063,0,0,21.7,3.8,53.95,16.29,34.5,,,,,,,,,,,,2.17,23.4,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.64,,,,,,,452,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.18,3.6,0.059,0.9347,0.0667,0.117,29.3,6.8,62.91,12.53,38.45,47.36,0.445,0.042,21.6,17.8,15.1,4.6,0,0.43,16.1,0,3.78,11.2,5.05,,,,,13,0.9,,,224.4,0,,0.27,,0,,,,,,,,,,,,,,,,,,,,64,,,,4.2,,,329,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0536,0.045,1.6136,0,0,,,,,,,,,,,,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0963,0.0289,1.2746,0.01,0.058,,,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.3,0,0.014,1.59,0.081,0.128,,,,,,,,,,,,,,,,,1.9,0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,
14,,0.0451,0.0079,2.2577,0.046,0.179,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.781,0.101,3.381,0.105,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
